中华名园三期D区,3室2厅1厨2卫,130.48㎡,wuhou,高楼层 (共16层),南,243万,18624元/平米,2012年
双楠三区,2室1厅1厨1卫,74.12㎡,wuhou,高楼层 (共7层),南,90万,12143元/平米,1999年
花间集,3室3厅1厨3卫,203.26㎡,wuhou,低楼层 (共6层),北,550万,27059元/平米,2008年
电信南街25号,3室1厅1厨1卫,73.77㎡,wuhou,高楼层 (共6层),西 西北,110万,14912元/平米,未知年建
鹭岛国际一二期,3室2厅1厨2卫,146.19㎡,wuhou,中楼层 (共14层),东南,355万,24284元/平米,2006年
园中园西苑,3室2厅1厨2卫,108.6㎡,wuhou,中楼层 (共7层),南,125万,11511元/平米,2000年
榕苑,3室2厅1厨1卫,83.57㎡,wuhou,低楼层 (共6层),西南,103万,12325元/平米,2004年
美丽南庭,2室1厅1厨1卫,54.79㎡,wuhou,高楼层 (共11层),南,100万,18252元/平米,2009年
上锦雅筑,3室2厅1厨2卫,111.49㎡,wuhou,高楼层 (共17层),东,198万,17760元/平米,2006年
中海常春藤花园,2室2厅1厨1卫,84.9㎡,wuhou,高楼层 (共16层),东南 西,198万,23322元/平米,2006年
双楠三区,2室1厅1厨1卫,63.58㎡,wuhou,低楼层 (共7层),东北,90万,14156元/平米,1999年
会所花园,2室2厅1厨2卫,99.33㎡,wuhou,高楼层 (共12层),东 北,136万,13692元/平米,2002年
正基城市主场,2室1厅1厨1卫,56.7㎡,wuhou,低楼层 (共20层),东南,120万,21165元/平米,2012年
优客联邦二期,2室1厅1厨1卫,78.25㎡,wuhou,高楼层 (共17层),东南,168万,21470元/平米,2012年
锦宏骏苑北区,3室2厅1厨2卫,126.06㎡,wuhou,高楼层 (共11层),西北,290万,23005元/平米,2004年
红城,3室2厅1厨1卫,94.26㎡,wuhou,低楼层 (共18层),东南,220万,23340元/平米,2011年
杜甫花园,6室2厅1厨3卫,268.26㎡,wuhou,高楼层 (共5层),南,310万,11556元/平米,1999年
武海中华锦绣,2室2厅1厨1卫,74.4㎡,wuhou,中楼层 (共15层),东南,130万,17474元/平米,2011年
中海格林威治城,4室1厅1厨2卫,164.87㎡,wuhou,高楼层 (共31层),东南,445万,26991元/平米,2006年
凯莱国际寓所,2室2厅1厨1卫,89.63㎡,wuhou,高楼层 (共6层),南 北,223万,24881元/平米,2007年
百花庭园,3室2厅1厨2卫,116.91㎡,wuhou,低楼层 (共6层),南,200万,17108元/平米,2000年
碧云天,3室2厅1厨2卫,121.49㎡,wuhou,中楼层 (共7层),西南,210万,17286元/平米,2001年
观南上域,2室1厅1厨1卫,73.51㎡,wuhou,高楼层 (共24层),西,170万,23127元/平米,2008年
溢阳绿城,4室2厅1厨2卫,182.6㎡,wuhou,高楼层 (共6层),南,290万,15882元/平米,2002年
清荷苑,4室2厅1厨2卫,157.76㎡,wuhou,中楼层 (共5层),南,285万,18066元/平米,2000年
天邑华庭,4室2厅1厨2卫,171.39㎡,wuhou,高楼层 (共6层),东南,200万,11670元/平米,2008年
鹭岛国际一二期,3室2厅1厨2卫,144.98㎡,wuhou,高楼层 (共11层),南,320万,22073元/平米,2006年
红牌楼广场,2室1厅1厨1卫,75.85㎡,wuhou,低楼层 (共17层),东,160万,21095元/平米,2007年
布鲁汀,4室2厅1厨2卫,152.1㎡,wuhou,低楼层 (共18层),东,222万,14596元/平米,2006年
溢阳绿城,3室1厅1厨1卫,89㎡,wuhou,低楼层 (共6层),东 西,202万,22697元/平米,2002年
世豪嘉柏,2室2厅1厨1卫,72.34㎡,wuhou,高楼层 (共22层),西,132万,18248元/平米,2014年
众合西景,4室2厅1厨3卫,162.44㎡,wuhou,高楼层 (共6层),南,248万,15268元/平米,2003年
川大竹林村,1室1厅1厨1卫,42.63㎡,wuhou,低楼层 (共7层),南,95万,22285元/平米,2000年
阳光苑,3室2厅1厨2卫,146.81㎡,wuhou,高楼层 (共8层),西 西北,182万,12397元/平米,2000年
交通厅宿舍,2室1厅1厨1卫,78.67㎡,wuhou,高楼层 (共5层),南,118万,15000元/平米,1985年
绿地圣路易名邸一期,2室2厅1厨1卫,86.5㎡,wuhou,低楼层 (共12层),东南,166万,19191元/平米,2012年
中海龙湾半岛,3室2厅1厨2卫,140.09㎡,wuhou,高楼层 (共18层),东,398万,28411元/平米,2009年
郭家桥西街4号,2室1厅1厨1卫,61.49㎡,wuhou,低楼层 (共7层),南,105万,17076元/平米,2001年
武侯国际花园,2室2厅1厨2卫,88.92㎡,wuhou,低楼层 (共13层),南,160万,17994元/平米,2009年
